age,gender,category,purchase_amount,location,size,season,review_rating,subscription,payment_method,shipping_type,discount_apply,previous_purchase,preffered_payment,freq_purchase,cluster
66,Male,Accessories,57.0,Midwest,L,Winter,3.7,No,Bank Transfer,Store Pickup,No,20.0,PayPal,Every 3 Months,3
50,Male,Accessories,89.0,West,L,Fall,3.9,No,Venmo,2-Day Shipping,No,48.0,PayPal,Fortnightly,1
55,Male,Footwear,99.0,Northeast,XL,Winter,3.3,No,PayPal,Standard,No,46.0,Credit Card,Quarterly,1
63,Male,Clothing,28.0,Southeast,M,Fall,3.4,No,Credit Card,Express,No,22.0,PayPal,Monthly,3
32,Male,Clothing,53.0,Midwest,L,Summer,3.8,No,Debit Card,Next Day Air,No,45.0,Cash,Annually,2
30,Male,Clothing,45.0,Southwest,M,Winter,2.7,No,Debit Card,Free Shipping,No,49.0,Cash,Every 3 Months,2
35,Male,Clothing,38.0,Southeast,M,Winter,2.9,No,Debit Card,2-Day Shipping,No,9.0,Credit Card,Every 3 Months,3
59,Male,Clothing,49.0,Southwest,M,Summer,4.5,No,Bank Transfer,Standard,No,41.0,Credit Card,Quarterly,2
59,Male,Clothing,32.0,Northeast,M,Summer,2.6,No,Debit Card,Store Pickup,No,2.0,PayPal,Monthly,3
54,Male,Clothing,37.0,Northeast,L,Winter,3.1,No,Debit Card,Next Day Air,No,39.0,PayPal,Bi-Weekly,2
63,Male,Clothing,80.0,Midwest,L,Winter,4.7,No,Venmo,Store Pickup,No,12.0,PayPal,Quarterly,0
43,Male,Accessories,78.0,Southwest,L,Summer,4.6,No,Cash,Free Shipping,No,26.0,PayPal,Every 3 Months,1
33,Male,Accessories,53.0,Northeast,L,Summer,2.7,No,Bank Transfer,Next Day Air,No,32.0,Bank Transfer,Bi-Weekly,2
57,Male,Footwear,82.0,Southeast,L,Summer,4.6,No,PayPal,2-Day Shipping,No,50.0,Cash,Bi-Weekly,1
25,Male,Clothing,33.0,West,XL,Spring,4.8,No,Cash,Standard,No,3.0,PayPal,Fortnightly,3
26,Male,Accessories,77.0,West,M,Winter,4.2,No,Bank Transfer,Free Shipping,No,3.0,Venmo,Quarterly,0
50,Male,Clothing,56.0,Northeast,M,Winter,4.9,No,Credit Card,Express,No,37.0,Cash,Monthly,2
70,Male,Clothing,37.0,Southwest,M,Winter,4.9,No,Cash,Express,No,20.0,Credit Card,Fortnightly,3
68,Male,Accessories,54.0,Southeast,M,Spring,4.5,No,Venmo,Store Pickup,No,26.0,Cash,Bi-Weekly,2
39,Male,Clothing,67.0,West,M,Winter,2.7,No,Cash,Store Pickup,No,47.0,Cash,Quarterly,1
46,Male,Footwear,90.0,West,M,Fall,3.1,No,Credit Card,Store Pickup,No,7.0,Credit Card,Every 3 Months,0
57,Male,Clothing,72.0,Northeast,L,Summer,3.3,No,Bank Transfer,2-Day Shipping,No,40.0,Credit Card,Annually,1
47,Male,Footwear,59.0,West,L,Summer,2.6,No,Cash,Free Shipping,No,45.0,Debit Card,Quarterly,1
40,Male,Accessories,45.0,Midwest,M,Fall,4.4,No,Debit Card,Standard,No,20.0,PayPal,Fortnightly,3
52,Male,Clothing,30.0,Midwest,L,Spring,3.9,No,Bank Transfer,Standard,No,11.0,Credit Card,Weekly,3
40,Male,Clothing,51.0,Southeast,S,Summer,4.6,No,PayPal,Express,No,50.0,Debit Card,Monthly,2
67,Male,Clothing,90.0,Midwest,M,Fall,4.9,No,Venmo,Express,No,25.0,Debit Card,Quarterly,0
67,Male,Outerwear,95.0,Midwest,XL,Winter,3.7,No,Venmo,Express,No,5.0,Credit Card,Fortnightly,0
37,Male,Clothing,81.0,Southeast,L,Fall,3.7,No,Venmo,Standard,No,4.0,Venmo,Annually,0
67,Male,Clothing,70.0,Midwest,S,Spring,4.2,No,Credit Card,Standard,No,25.0,Credit Card,Weekly,0
64,Male,Clothing,32.0,Southwest,S,Winter,3.5,No,PayPal,Next Day Air,No,11.0,Bank Transfer,Fortnightly,3
28,Male,Accessories,94.0,Southeast,M,Spring,2.9,No,Debit Card,Next Day Air,No,4.0,Credit Card,Bi-Weekly,0
54,Male,Accessories,29.000000000000004,Northeast,XL,Spring,3.4,No,PayPal,Next Day Air,No,1.0,Venmo,Monthly,3
54,Male,Accessories,31.000000000000004,Southwest,M,Summer,3.3,No,Debit Card,Express,No,48.0,PayPal,Every 3 Months,2
24,Male,Clothing,20.0,Southeast,XL,Fall,4.5,No,Debit Card,Standard,No,9.0,Venmo,Every 3 Months,3
27,Male,Accessories,44.0,Southeast,M,Winter,4.6,No,Credit Card,2-Day Shipping,No,2.0,PayPal,Fortnightly,3
53,Male,Outerwear,77.0,Midwest,L,Fall,2.9,No,Credit Card,Express,No,4.0,Cash,Quarterly,0
32,Male,Accessories,51.0,West,M,Spring,3.2,No,Debit Card,Next Day Air,No,43.0,PayPal,Fortnightly,2
24,Male,Footwear,49.0,Southeast,M,Summer,2.6,No,Debit Card,Free Shipping,No,32.0,Bank Transfer,Annually,2
45,Male,Accessories,78.0,Northeast,L,Spring,3.8,No,Cash,Store Pickup,No,1.0,Cash,Quarterly,0
49,Male,Clothing,98.0,Southeast,L,Spring,2.8,No,PayPal,Store Pickup,No,38.0,Debit Card,Fortnightly,1
51,Male,Footwear,94.0,Midwest,M,Winter,4.4,No,Venmo,Store Pickup,No,25.0,PayPal,Fortnightly,0
69,Male,Footwear,91.0,Midwest,L,Summer,4.7,No,Cash,Express,No,42.0,PayPal,Quarterly,1
41,Male,Accessories,77.0,Midwest,M,Summer,2.7,No,PayPal,2-Day Shipping,No,32.0,PayPal,Monthly,1
59,Male,Accessories,97.0,Southeast,M,Summer,2.6,No,Credit Card,Next Day Air,No,21.0,Debit Card,Quarterly,0
26,Male,Clothing,58.0,Southeast,M,Summer,3.4,No,Bank Transfer,2-Day Shipping,No,26.0,PayPal,Fortnightly,2
23,Male,Accessories,97.0,Southeast,M,Spring,3.9,No,Cash,2-Day Shipping,No,6.0,Credit Card,Fortnightly,0
62,Male,Outerwear,48.0,Southwest,L,Summer,3.4,No,Debit Card,2-Day Shipping,No,14.0,Venmo,Quarterly,3
69,Male,Accessories,23.0,Northeast,XL,Summer,3.4,No,Debit Card,Express,No,4.0,Cash,Quarterly,3
46,Male,Clothing,79.0,Southeast,M,Winter,3.9,No,Credit Card,Free Shipping,No,26.0,Bank Transfer,Weekly,1
35,Male,Accessories,42.0,Southeast,S,Spring,4.0,No,Cash,Express,No,39.0,PayPal,Bi-Weekly,2
32,Male,Accessories,95.0,Northeast,L,Spring,3.4,No,Debit Card,2-Day Shipping,No,15.0,PayPal,Annually,0
46,Male,Footwear,29.000000000000004,Midwest,M,Summer,3.7,No,Venmo,Next Day Air,No,1.0,Venmo,Every 3 Months,3
33,Male,Clothing,98.0,Northeast,L,Winter,4.9,No,PayPal,2-Day Shipping,No,28.0,Venmo,Monthly,1
32,Male,Clothing,96.0,Southwest,S,Spring,5.0,No,Cash,Express,No,17.0,Cash,Weekly,0
33,Male,Accessories,66.0,West,M,Fall,2.9,No,Bank Transfer,Next Day Air,No,24.0,Credit Card,Weekly,0
67,Male,Footwear,80.0,Midwest,S,Spring,3.0,No,Credit Card,Standard,No,29.0,Debit Card,Quarterly,1
67,Male,Footwear,27.0,Midwest,L,Summer,3.3,No,Cash,Next Day Air,No,18.0,Cash,Every 3 Months,3
42,Male,Accessories,25.0,Northeast,M,Fall,4.7,No,PayPal,Express,No,10.0,Debit Card,Bi-Weekly,3
20,Male,Clothing,45.0,Northeast,M,Fall,3.4,No,Debit Card,2-Day Shipping,No,19.0,Cash,Quarterly,3
39,Male,Clothing,89.0,Southeast,L,Winter,4.6,No,Credit Card,2-Day Shipping,No,26.0,Debit Card,Monthly,1
26,Male,Accessories,27.0,West,M,Winter,3.6,No,Venmo,2-Day Shipping,No,25.0,Cash,Bi-Weekly,3
51,Male,Accessories,90.0,West,S,Winter,2.6,No,Debit Card,Free Shipping,No,2.0,Debit Card,Fortnightly,0
31,Male,Clothing,65.0,Northeast,M,Summer,2.7,No,Cash,Express,No,19.0,PayPal,Every 3 Months,0
68,Male,Footwear,72.0,Northeast,S,Spring,3.1,No,Venmo,Express,No,32.0,Cash,Quarterly,1
44,Male,Footwear,70.0,Southeast,L,Fall,3.2,No,Cash,2-Day Shipping,No,13.0,Cash,Bi-Weekly,0
18,Male,Footwear,82.0,Southeast,M,Winter,3.4,No,PayPal,Store Pickup,No,30.0,PayPal,Fortnightly,1
58,Male,Accessories,97.0,West,S,Fall,4.4,No,Debit Card,Express,No,2.0,Credit Card,Annually,0
26,Male,Clothing,25.0,Southeast,M,Summer,3.2,No,Cash,2-Day Shipping,No,8.0,PayPal,Quarterly,3
57,Male,Clothing,48.0,Southeast,M,Spring,2.5,No,PayPal,Free Shipping,No,27.0,PayPal,Every 3 Months,2
37,Male,Footwear,99.0,Southeast,M,Summer,3.8,No,Venmo,Next Day Air,No,26.0,Venmo,Bi-Weekly,1
24,Male,Clothing,21.0,Southwest,M,Summer,4.4,No,Venmo,2-Day Shipping,No,3.0,Debit Card,Bi-Weekly,3
57,Male,Footwear,94.0,Southeast,M,Spring,3.7,No,Debit Card,Express,No,4.0,Bank Transfer,Monthly,0
48,Male,Clothing,53.0,West,L,Fall,3.2,No,Bank Transfer,Store Pickup,No,5.0,Cash,Fortnightly,3
39,Male,Accessories,70.0,Southeast,M,Winter,4.9,No,PayPal,Standard,No,25.0,Debit Card,Quarterly,0
51,Male,Clothing,26.0,Midwest,L,Summer,3.9,No,Venmo,Standard,No,47.0,PayPal,Bi-Weekly,2
57,Male,Accessories,82.0,Southeast,S,Summer,4.5,No,Debit Card,Next Day Air,No,8.0,Credit Card,Fortnightly,0
53,Male,Footwear,47.0,Northeast,S,Winter,3.4,No,Credit Card,Standard,No,20.0,Debit Card,Fortnightly,3
70,Male,Clothing,32.0,Northeast,S,Winter,4.1,No,Venmo,Next Day Air,No,42.0,Bank Transfer,Every 3 Months,2
60,Male,Accessories,97.0,Southwest,S,Fall,4.5,No,Debit Card,Store Pickup,No,20.0,Bank Transfer,Weekly,0
31,Male,Clothing,68.0,West,S,Winter,4.7,No,PayPal,Store Pickup,No,23.0,Cash,Fortnightly,0
41,Male,Clothing,23.0,Northeast,M,Winter,4.8,No,Credit Card,Next Day Air,No,26.0,Cash,Quarterly,2
62,Male,Accessories,33.0,Northeast,M,Winter,4.4,No,Debit Card,Standard,No,48.0,Venmo,Quarterly,2
59,Male,Accessories,38.0,Southeast,S,Winter,4.0,No,Bank Transfer,Store Pickup,No,16.0,Cash,Bi-Weekly,3
46,Male,Clothing,68.0,West,S,Winter,4.1,No,Bank Transfer,Store Pickup,No,28.0,Cash,Bi-Weekly,1
62,Male,Clothing,23.0,Southwest,L,Fall,3.7,No,Bank Transfer,Express,No,39.0,PayPal,Weekly,2
42,Male,Clothing,29.000000000000004,Southeast,M,Summer,3.0,No,Bank Transfer,Express,No,43.0,Debit Card,Fortnightly,2
37,Male,Accessories,35.0,Northeast,M,Winter,3.6,No,Bank Transfer,Express,No,45.0,Bank Transfer,Every 3 Months,2
50,Male,Footwear,73.0,Midwest,S,Fall,4.8,No,Venmo,Standard,No,50.0,Credit Card,Every 3 Months,1
29,Male,Footwear,84.0,Midwest,XL,Fall,3.7,No,Cash,2-Day Shipping,No,10.0,Venmo,Bi-Weekly,0
25,Male,Accessories,23.0,West,M,Spring,4.6,No,Bank Transfer,Next Day Air,No,40.0,PayPal,Quarterly,2
66,Male,Accessories,67.0,West,S,Summer,2.8,No,Venmo,Standard,No,38.0,Credit Card,Monthly,1
21,Male,Clothing,51.0,Southeast,L,Spring,4.0,No,Credit Card,Standard,No,2.0,Credit Card,Monthly,3
46,Male,Clothing,36.0,Southeast,M,Winter,4.2,No,Credit Card,Next Day Air,No,13.0,Cash,Annually,3
57,Male,Clothing,55.0,Midwest,L,Summer,3.6,No,Cash,Express,No,33.0,Venmo,Annually,2
61,Male,Clothing,30.0,Southeast,M,Spring,2.9,No,Credit Card,Store Pickup,No,27.0,PayPal,Monthly,2
53,Male,Clothing,70.0,Southwest,S,Summer,4.1,No,Venmo,Express,No,43.0,Bank Transfer,Weekly,1
37,Male,Clothing,63.0,Midwest,S,Winter,3.1,No,PayPal,Next Day Air,No,46.0,Cash,Weekly,1
39,Male,Accessories,87.0,Midwest,S,Summer,4.3,No,Cash,Express,No,7.0,Venmo,Bi-Weekly,0
53,Male,Clothing,70.0,Southwest,L,Spring,4.4,No,Debit Card,Next Day Air,No,35.0,Credit Card,Fortnightly,1
35,Male,Clothing,51.0,Midwest,M,Spring,3.1,No,Cash,Next Day Air,No,31.0,Debit Card,Bi-Weekly,2
69,Male,Accessories,25.0,Southeast,XL,Spring,2.9,No,Debit Card,Free Shipping,No,42.0,Venmo,Quarterly,2
66,Male,Outerwear,32.0,Northeast,S,Winter,3.2,No,Cash,Next Day Air,No,14.0,PayPal,Bi-Weekly,3
19,Male,Footwear,52.0,Southeast,M,Spring,4.0,No,Credit Card,2-Day Shipping,No,35.0,Venmo,Monthly,2
47,Male,Accessories,33.0,Northeast,M,Summer,2.7,No,PayPal,Standard,No,49.0,PayPal,Weekly,2
49,Male,Clothing,68.0,Midwest,L,Spring,3.0,No,Cash,Free Shipping,No,17.0,PayPal,Fortnightly,0
31,Male,Accessories,20.0,Southeast,M,Fall,4.4,No,PayPal,Express,No,26.0,PayPal,Quarterly,2
39,Male,Clothing,32.0,Southwest,M,Winter,2.8,No,Bank Transfer,Free Shipping,No,30.0,Cash,Every 3 Months,2
58,Male,Accessories,82.0,Northeast,M,Summer,3.1,No,Cash,Store Pickup,No,32.0,Cash,Annually,1
45,Male,Footwear,64.0,Midwest,XL,Winter,3.9,No,Credit Card,Express,No,35.0,Bank Transfer,Quarterly,1
68,Male,Footwear,24.0,Northeast,L,Fall,2.7,No,Debit Card,Standard,No,15.0,Venmo,Annually,3
35,Male,Accessories,96.0,Southeast,M,Summer,3.4,No,Credit Card,Store Pickup,No,10.0,Debit Card,Annually,0
65,Male,Clothing,94.0,Northeast,L,Spring,3.8,No,Cash,Free Shipping,No,14.0,Credit Card,Monthly,0
45,Male,Accessories,48.0,Northeast,M,Winter,3.7,No,PayPal,2-Day Shipping,No,30.0,Bank Transfer,Annually,2
19,Male,Accessories,60.0,West,S,Spring,4.5,No,Bank Transfer,2-Day Shipping,No,16.0,Credit Card,Fortnightly,0
65,Male,Clothing,56.0,Northeast,XL,Spring,2.9,No,PayPal,Express,No,14.0,PayPal,Annually,3
28,Male,Accessories,33.0,Southwest,M,Fall,3.4,No,Debit Card,2-Day Shipping,No,28.0,Bank Transfer,Weekly,2
55,Male,Accessories,46.0,Midwest,L,Spring,4.4,No,Cash,2-Day Shipping,No,29.0,PayPal,Monthly,2
66,Male,Clothing,37.0,Midwest,L,Spring,4.2,No,Credit Card,Standard,No,5.0,PayPal,Every 3 Months,3
29,Male,Clothing,98.0,West,M,Winter,3.3,No,Debit Card,Store Pickup,No,17.0,Bank Transfer,Quarterly,0
56,Male,Clothing,50.0,West,XL,Spring,3.7,No,Cash,Express,No,50.0,PayPal,Weekly,2
21,Male,Accessories,63.0,Midwest,M,Fall,3.2,No,Debit Card,Next Day Air,No,23.0,Bank Transfer,Quarterly,0
32,Male,Clothing,70.0,Midwest,S,Summer,2.6,No,PayPal,Store Pickup,No,22.0,Debit Card,Annually,0
54,Male,Outerwear,63.0,Southeast,L,Fall,2.8,No,PayPal,Standard,No,15.0,Cash,Quarterly,0
61,Male,Clothing,86.0,Midwest,M,Fall,2.9,No,Venmo,Standard,No,32.0,Cash,Monthly,1
31,Male,Footwear,99.0,Southwest,M,Summer,4.0,No,Bank Transfer,2-Day Shipping,No,5.0,Bank Transfer,Monthly,0
27,Male,Footwear,40.0,West,M,Spring,2.9,No,PayPal,Free Shipping,No,6.0,Bank Transfer,Bi-Weekly,3
64,Male,Footwear,92.0,Midwest,M,Fall,4.7,No,Credit Card,Store Pickup,No,44.0,Debit Card,Fortnightly,1
60,Male,Clothing,21.0,Southeast,XL,Fall,3.1,No,Cash,2-Day Shipping,No,23.0,Cash,Fortnightly,3
70,Male,Accessories,81.0,Northeast,XL,Summer,3.9,No,Credit Card,Store Pickup,No,44.0,Venmo,Monthly,1
36,Male,Clothing,82.0,Southwest,M,Fall,3.4,No,Cash,Free Shipping,No,3.0,Debit Card,Quarterly,0
56,Male,Accessories,88.0,Midwest,XL,Spring,3.1,No,Cash,Express,No,14.0,Cash,Monthly,0
69,Male,Outerwear,100.0,Southeast,S,Fall,4.8,No,Debit Card,Store Pickup,No,37.0,PayPal,Quarterly,1
39,Male,Accessories,66.0,Northeast,M,Winter,3.9,No,Credit Card,Next Day Air,No,22.0,Bank Transfer,Weekly,0
38,Male,Accessories,25.0,Southwest,S,Winter,3.5,No,Debit Card,Next Day Air,No,2.0,PayPal,Every 3 Months,3
36,Male,Accessories,53.0,Southeast,M,Summer,3.1,No,Credit Card,Free Shipping,No,44.0,Debit Card,Fortnightly,2
46,Male,Clothing,28.0,Southeast,S,Fall,4.7,No,Bank Transfer,Express,No,49.0,Debit Card,Monthly,2
59,Male,Accessories,23.0,Southeast,S,Fall,4.6,No,Cash,Free Shipping,No,22.0,Debit Card,Bi-Weekly,3
64,Male,Accessories,34.0,Midwest,L,Fall,3.3,No,Bank Transfer,Free Shipping,No,26.0,Bank Transfer,Annually,2
49,Male,Clothing,42.0,West,M,Spring,3.2,No,Venmo,Next Day Air,No,40.0,Debit Card,Weekly,2
32,Male,Clothing,24.0,West,L,Summer,3.1,No,Debit Card,Next Day Air,No,16.0,PayPal,Quarterly,3
29,Male,Accessories,47.0,Midwest,S,Fall,3.5,No,Credit Card,Free Shipping,No,17.0,Debit Card,Bi-Weekly,3
24,Male,Outerwear,78.0,Southeast,S,Spring,4.3,No,Credit Card,Standard,No,48.0,Bank Transfer,Bi-Weekly,1
41,Male,Clothing,89.0,Southwest,M,Summer,2.9,No,Cash,Free Shipping,No,28.0,Venmo,Every 3 Months,1
41,Male,Accessories,59.0,Southeast,L,Fall,2.7,No,Credit Card,Store Pickup,No,26.0,Credit Card,Fortnightly,2
32,Male,Clothing,94.0,Northeast,S,Summer,4.0,No,Bank Transfer,Standard,No,43.0,Bank Transfer,Quarterly,1
69,Male,Clothing,49.0,Northeast,M,Fall,4.6,No,Cash,Free Shipping,No,38.0,Debit Card,Weekly,2
65,Male,Clothing,89.0,Midwest,L,Summer,4.7,No,Credit Card,2-Day Shipping,No,36.0,Cash,Every 3 Months,1
54,Male,Accessories,91.0,Midwest,M,Summer,4.7,No,Credit Card,Standard,No,1.0,Credit Card,Weekly,0
39,Male,Footwear,89.0,West,L,Spring,4.0,No,Cash,Standard,No,49.0,Debit Card,Annually,1
37,Male,Outerwear,57.0,Southeast,L,Spring,3.6,No,Cash,Free Shipping,No,41.0,Credit Card,Every 3 Months,2
51,Male,Clothing,71.0,Northeast,S,Winter,3.4,No,Debit Card,Free Shipping,No,21.0,Debit Card,Monthly,0
26,Male,Clothing,97.0,West,XL,Fall,3.0,No,PayPal,Next Day Air,No,24.0,Bank Transfer,Quarterly,0
42,Male,Footwear,45.0,Midwest,M,Fall,2.6,No,Bank Transfer,Next Day Air,No,27.0,Bank Transfer,Weekly,2
21,Male,Clothing,91.0,West,M,Spring,4.2,No,Venmo,Store Pickup,No,4.0,Debit Card,Annually,0
53,Male,Clothing,25.0,Southeast,M,Spring,3.4,No,Bank Transfer,Standard,No,19.0,Venmo,Annually,3
36,Male,Clothing,63.0,West,M,Fall,4.0,No,Credit Card,Store Pickup,No,1.0,Bank Transfer,Fortnightly,0
21,Male,Clothing,52.0,Southeast,L,Summer,4.7,No,Debit Card,Free Shipping,No,27.0,Debit Card,Annually,2
33,Male,Footwear,43.0,Midwest,S,Winter,3.9,No,Credit Card,Next Day Air,No,5.0,Credit Card,Weekly,3
49,Male,Clothing,28.0,Southwest,M,Summer,3.3,No,Credit Card,2-Day Shipping,No,20.0,Venmo,Quarterly,3
31,Male,Clothing,78.0,Southwest,L,Summer,2.9,No,Debit Card,Express,No,50.0,PayPal,Annually,1
68,Male,Clothing,31.000000000000004,Midwest,M,Spring,4.4,No,PayPal,Free Shipping,No,36.0,Cash,Fortnightly,2
49,Male,Clothing,23.0,West,M,Winter,3.6,No,Cash,Next Day Air,No,12.0,Bank Transfer,Bi-Weekly,3
23,Male,Accessories,25.0,West,M,Spring,4.5,No,PayPal,Store Pickup,No,23.0,Cash,Monthly,3
30,Male,Clothing,86.0,Midwest,S,Summer,3.7,No,PayPal,Store Pickup,No,21.0,Venmo,Weekly,0
53,Male,Footwear,88.0,West,M,Spring,2.8,No,Bank Transfer,Free Shipping,No,47.0,Venmo,Weekly,1
65,Male,Accessories,35.0,Southeast,M,Spring,4.5,No,Credit Card,Free Shipping,No,38.0,Venmo,Bi-Weekly,2
60,Male,Accessories,34.0,Northeast,M,Fall,4.4,No,Cash,Standard,No,40.0,Credit Card,Every 3 Months,2
46,Male,Clothing,75.0,Southeast,M,Winter,3.3,No,PayPal,Standard,No,35.0,PayPal,Quarterly,1
54,Male,Clothing,46.0,Midwest,XL,Winter,4.2,No,Debit Card,Express,No,4.0,Credit Card,Quarterly,3
59,Male,Accessories,31.000000000000004,West,L,Fall,2.7,No,Cash,Free Shipping,No,28.0,Venmo,Every 3 Months,2
52,Male,Clothing,93.0,West,L,Spring,3.9,No,Cash,Store Pickup,No,36.0,Debit Card,Every 3 Months,1
41,Male,Accessories,85.0,Midwest,XL,Spring,2.6,No,Credit Card,Free Shipping,No,15.0,Bank Transfer,Annually,0
43,Male,Accessories,68.0,Southeast,M,Fall,4.5,No,Credit Card,2-Day Shipping,No,7.0,Cash,Fortnightly,0
63,Male,Clothing,40.0,Southeast,M,Spring,2.7,No,Credit Card,Store Pickup,No,29.0,PayPal,Every 3 Months,2
37,Male,Clothing,51.0,Northeast,M,Winter,2.9,No,Credit Card,Standard,No,12.0,Debit Card,Annually,3
44,Male,Accessories,85.0,Northeast,M,Winter,3.4,No,Credit Card,Store Pickup,No,16.0,Bank Transfer,Bi-Weekly,0
67,Male,Outerwear,23.0,Midwest,M,Summer,2.9,No,PayPal,Express,No,50.0,Debit Card,Bi-Weekly,2
27,Male,Clothing,28.0,West,L,Summer,3.8,No,Bank Transfer,Free Shipping,No,11.0,Debit Card,Annually,3
60,Male,Clothing,44.0,Southeast,M,Fall,4.2,No,Bank Transfer,2-Day Shipping,No,28.0,Debit Card,Quarterly,2
58,Male,Accessories,57.0,Midwest,M,Spring,3.5,No,Debit Card,Store Pickup,No,36.0,Venmo,Bi-Weekly,2
53,Male,Accessories,98.0,Midwest,S,Fall,3.1,No,Venmo,Next Day Air,No,38.0,PayPal,Quarterly,1
43,Male,Accessories,68.0,West,M,Winter,3.5,No,Credit Card,2-Day Shipping,No,32.0,Bank Transfer,Monthly,1
32,Male,Outerwear,36.0,Southeast,L,Fall,4.0,No,PayPal,Express,No,42.0,Debit Card,Weekly,2
54,Male,Outerwear,71.0,Midwest,L,Spring,3.7,No,Cash,Express,No,22.0,Debit Card,Bi-Weekly,0
47,Male,Clothing,60.0,Northeast,M,Fall,4.2,No,Venmo,Next Day Air,No,22.0,Venmo,Quarterly,0
57,Male,Outerwear,87.0,Northeast,M,Fall,4.8,No,Credit Card,Store Pickup,No,31.0,PayPal,Quarterly,1
63,Male,Footwear,38.0,Southeast,XL,Winter,4.1,No,PayPal,Express,No,28.0,Credit Card,Monthly,2
70,Male,Footwear,45.0,Southeast,M,Spring,4.5,No,Credit Card,2-Day Shipping,No,40.0,Debit Card,Weekly,2
62,Male,Outerwear,47.0,West,L,Fall,2.7,No,PayPal,2-Day Shipping,No,21.0,PayPal,Weekly,3
40,Male,Clothing,57.0,Midwest,L,Fall,2.8,No,Credit Card,Store Pickup,No,12.0,PayPal,Every 3 Months,3
25,Male,Accessories,68.0,West,L,Summer,3.7,No,Debit Card,Free Shipping,No,33.0,Credit Card,Annually,1
19,Male,Clothing,52.0,West,M,Fall,3.6,No,Credit Card,Express,No,9.0,Bank Transfer,Fortnightly,3
25,Male,Clothing,87.0,Northeast,M,Fall,4.7,No,PayPal,2-Day Shipping,No,15.0,Debit Card,Weekly,0
21,Male,Accessories,34.0,Northeast,M,Summer,3.8,No,PayPal,Standard,No,13.0,Bank Transfer,Annually,3
55,Male,Footwear,41.0,Southeast,XL,Winter,2.9,No,Venmo,Standard,No,35.0,Credit Card,Fortnightly,2
34,Male,Accessories,94.0,West,S,Winter,4.6,No,Credit Card,Next Day Air,No,1.0,Debit Card,Every 3 Months,0
47,Male,Accessories,93.0,Northeast,M,Summer,2.8,No,Bank Transfer,Standard,No,25.0,Bank Transfer,Fortnightly,0
27,Male,Clothing,51.0,Midwest,XL,Winter,4.6,No,Bank Transfer,2-Day Shipping,No,20.0,Credit Card,Every 3 Months,3
67,Male,Clothing,42.0,Southeast,M,Fall,2.8,No,Venmo,Next Day Air,No,36.0,Venmo,Quarterly,2
40,Male,Footwear,95.0,Northeast,M,Winter,3.0,No,Credit Card,Free Shipping,No,33.0,Cash,Weekly,1
53,Male,Accessories,90.0,West,M,Fall,3.7,No,Cash,Standard,No,36.0,Cash,Fortnightly,1
24,Male,Clothing,98.0,Southeast,M,Winter,4.1,No,Credit Card,2-Day Shipping,No,32.0,PayPal,Annually,1
47,Male,Accessories,39.0,Midwest,M,Winter,4.3,No,Venmo,Next Day Air,No,21.0,Venmo,Quarterly,3
53,Male,Footwear,66.0,Southwest,L,Fall,3.8,No,Debit Card,Next Day Air,No,48.0,Venmo,Bi-Weekly,1
47,Male,Footwear,23.0,Southeast,L,Winter,3.7,No,Cash,Free Shipping,No,25.0,PayPal,Quarterly,3
38,Male,Clothing,73.0,Northeast,S,Winter,4.8,No,Debit Card,Standard,No,32.0,PayPal,Annually,1
48,Male,Accessories,23.0,West,XL,Summer,4.6,No,Debit Card,Standard,No,45.0,PayPal,Every 3 Months,2
47,Male,Clothing,43.0,Midwest,S,Fall,4.8,No,PayPal,Standard,No,4.0,Cash,Fortnightly,3
19,Male,Clothing,45.0,Midwest,XL,Winter,4.6,No,PayPal,2-Day Shipping,No,19.0,PayPal,Bi-Weekly,3
38,Male,Footwear,21.0,West,L,Winter,4.0,No,Bank Transfer,Standard,No,1.0,Bank Transfer,Weekly,3
57,Male,Clothing,40.0,Midwest,M,Spring,2.6,No,PayPal,2-Day Shipping,No,12.0,Cash,Weekly,3
70,Male,Clothing,58.0,Northeast,L,Fall,2.6,No,Venmo,2-Day Shipping,No,18.0,Venmo,Monthly,3
38,Male,Clothing,48.0,Northeast,L,Summer,4.5,No,Bank Transfer,Next Day Air,No,43.0,Bank Transfer,Bi-Weekly,2
35,Male,Clothing,94.0,Southeast,M,Fall,4.2,No,Credit Card,Free Shipping,No,31.0,PayPal,Annually,1
46,Male,Accessories,74.0,West,M,Spring,3.4,No,Debit Card,Store Pickup,No,33.0,Cash,Every 3 Months,1
32,Male,Accessories,51.0,West,L,Fall,3.7,No,Debit Card,Store Pickup,No,46.0,PayPal,Monthly,2
38,Male,Clothing,83.0,Midwest,M,Winter,3.6,No,PayPal,Next Day Air,No,41.0,Debit Card,Bi-Weekly,1
41,Male,Accessories,68.0,Southeast,L,Winter,4.0,No,Debit Card,Next Day Air,No,41.0,Venmo,Fortnightly,1
19,Male,Accessories,84.0,Northeast,XL,Spring,4.6,No,Credit Card,Standard,No,9.0,Bank Transfer,Fortnightly,0
18,Male,Clothing,58.0,Southwest,M,Fall,3.0,No,PayPal,Free Shipping,No,34.0,Cash,Annually,2
45,Male,Clothing,92.0,Southeast,L,Winter,3.3,No,Bank Transfer,Express,No,21.0,PayPal,Annually,0
23,Male,Clothing,69.0,West,S,Summer,3.8,No,Credit Card,Express,No,5.0,Debit Card,Fortnightly,0
